sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
1011,0.230 884 680,"SysTick","ISR Exit","Returns to Idle",5772117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5449,3,03 E8 02 
1012,0.231 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5795814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5452,5,02 0F 91 B9 01 
1013,0.231 849 280,"SysTick","xTaskIncrementTick","",5796232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5457,5,DB 01 00 A2 03 
1014,0.231 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5796757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5462,7,1C 03 DB 01 00 8D 04 
1015,0.231 884 680,"SysTick","ISR Exit","Returns to Idle",5797117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5469,3,03 E8 02 
1016,0.232 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5820814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5472,5,02 0F 91 B9 01 
1017,0.232 849 280,"SysTick","xTaskIncrementTick","",5821232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5477,5,DB 01 00 A2 03 
1018,0.232 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5821757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5482,7,1C 03 DB 01 00 8D 04 
1019,0.232 884 680,"SysTick","ISR Exit","Returns to Idle",5822117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5489,3,03 E8 02 
1020,0.233 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5845814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5492,5,02 0F 91 B9 01 
1021,0.233 849 280,"SysTick","xTaskIncrementTick","",5846232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5497,5,DB 01 00 A2 03 
1022,0.233 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5846757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5502,7,1C 03 DB 01 00 8D 04 
1023,0.233 884 680,"SysTick","ISR Exit","Returns to Idle",5847117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5509,3,03 E8 02 
1024,0.234 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5870814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5512,5,02 0F 91 B9 01 
1025,0.234 849 280,"SysTick","xTaskIncrementTick","",5871232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5517,5,DB 01 00 A2 03 
1026,0.234 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5871757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5522,7,1C 03 DB 01 00 8D 04 
1027,0.234 884 680,"SysTick","ISR Exit","Returns to Idle",5872117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5529,3,03 E8 02 
1028,0.235 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5895814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5532,5,02 0F 91 B9 01 
1029,0.235 849 280,"SysTick","xTaskIncrementTick","",5896232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5537,5,DB 01 00 A2 03 
1030,0.235 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5896757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5542,7,1C 03 DB 01 00 8D 04 
1031,0.235 884 680,"SysTick","ISR Exit","Returns to Idle",5897117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5549,3,03 E8 02 
1032,0.236 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5920814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5552,5,02 0F 91 B9 01 
1033,0.236 849 280,"SysTick","xTaskIncrementTick","",5921232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5557,5,DB 01 00 A2 03 
1034,0.236 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5921757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5562,7,1C 03 DB 01 00 8D 04 
1035,0.236 884 680,"SysTick","ISR Exit","Returns to Idle",5922117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5569,3,03 E8 02 
1036,0.237 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5945814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5572,5,02 0F 91 B9 01 
1037,0.237 849 280,"SysTick","xTaskIncrementTick","",5946232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5577,5,DB 01 00 A2 03 
1038,0.237 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5946757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5582,7,1C 03 DB 01 00 8D 04 
1039,0.237 884 680,"SysTick","ISR Exit","Returns to Idle",5947117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5589,3,03 E8 02 
1040,0.238 832 560,"SysTick","ISR Enter","Runs for 61.080 us",5970814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5592,5,02 0F 91 B9 01 
1041,0.238 858 240,"SysTick","xTaskIncrementTick","",5971456,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5597,5,DB 01 00 82 05 
1042,0.238 879 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5971981,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5602,7,1C 03 DB 01 00 8D 04 
1043,0.238 893 640,"SysTick","ISR Exit","Returns to Idle",5972341,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5609,3,03 E8 02 
1044,0.239 832 560,"SysTick","ISR Enter","Runs for 52.120 us",5995814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5612,5,02 0F B1 B7 01 
1045,0.239 849 280,"SysTick","xTaskIncrementTick","",5996232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5617,5,DB 01 00 A2 03 
1046,0.239 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",5996757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5622,7,1C 03 DB 01 00 8D 04 
1047,0.239 884 680,"SysTick","ISR Exit","Returns to Idle",5997117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5629,3,03 E8 02 
1048,0.240 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6020814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5632,5,02 0F 91 B9 01 
1049,0.240 849 280,"SysTick","xTaskIncrementTick","",6021232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5637,5,DB 01 00 A2 03 
1050,0.240 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6021757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5642,7,1C 03 DB 01 00 8D 04 
1051,0.240 884 680,"SysTick","ISR Exit","Returns to Idle",6022117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5649,3,03 E8 02 
1052,0.241 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6045814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5652,5,02 0F 91 B9 01 
1053,0.241 849 280,"SysTick","xTaskIncrementTick","",6046232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5657,5,DB 01 00 A2 03 
1054,0.241 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6046757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5662,7,1C 03 DB 01 00 8D 04 
1055,0.241 884 680,"SysTick","ISR Exit","Returns to Idle",6047117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5669,3,03 E8 02 
1056,0.242 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6070814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5672,5,02 0F 91 B9 01 
1057,0.242 849 280,"SysTick","xTaskIncrementTick","",6071232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5677,5,DB 01 00 A2 03 
1058,0.242 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6071757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5682,7,1C 03 DB 01 00 8D 04 
1059,0.242 884 680,"SysTick","ISR Exit","Returns to Idle",6072117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5689,3,03 E8 02 
1060,0.243 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6095814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5692,5,02 0F 91 B9 01 
1061,0.243 849 280,"SysTick","xTaskIncrementTick","",6096232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5697,5,DB 01 00 A2 03 
1062,0.243 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6096757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5702,7,1C 03 DB 01 00 8D 04 
1063,0.243 884 680,"SysTick","ISR Exit","Returns to Idle",6097117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5709,3,03 E8 02 
1064,0.244 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6120814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5712,5,02 0F 91 B9 01 
1065,0.244 849 280,"SysTick","xTaskIncrementTick","",6121232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5717,5,DB 01 00 A2 03 
1066,0.244 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6121757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5722,7,1C 03 DB 01 00 8D 04 
1067,0.244 884 680,"SysTick","ISR Exit","Returns to Idle",6122117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5729,3,03 E8 02 
1068,0.245 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6145814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5732,5,02 0F 91 B9 01 
1069,0.245 849 280,"SysTick","xTaskIncrementTick","",6146232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5737,5,DB 01 00 A2 03 
1070,0.245 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6146757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5742,7,1C 03 DB 01 00 8D 04 
1071,0.245 884 680,"SysTick","ISR Exit","Returns to Idle",6147117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5749,3,03 E8 02 
1072,0.246 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6170814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5752,5,02 0F 91 B9 01 
1073,0.246 849 280,"SysTick","xTaskIncrementTick","",6171232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5757,5,DB 01 00 A2 03 
1074,0.246 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6171757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5762,7,1C 03 DB 01 00 8D 04 
1075,0.246 884 680,"SysTick","ISR Exit","Returns to Idle",6172117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5769,3,03 E8 02 
1076,0.247 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6195814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5772,5,02 0F 91 B9 01 
1077,0.247 849 280,"SysTick","xTaskIncrementTick","",6196232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5777,5,DB 01 00 A2 03 
1078,0.247 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6196757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5782,7,1C 03 DB 01 00 8D 04 
1079,0.247 884 680,"SysTick","ISR Exit","Returns to Idle",6197117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5789,3,03 E8 02 
1080,0.248 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6220814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5792,5,02 0F 91 B9 01 
1081,0.248 849 280,"SysTick","xTaskIncrementTick","",6221232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5797,5,DB 01 00 A2 03 
1082,0.248 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6221757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5802,7,1C 03 DB 01 00 8D 04 
1083,0.248 884 680,"SysTick","ISR Exit","Returns to Idle",6222117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5809,3,03 E8 02 
1084,0.249 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6245814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5812,5,02 0F 91 B9 01 
1085,0.249 849 280,"SysTick","xTaskIncrementTick","",6246232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5817,5,DB 01 00 A2 03 
1086,0.249 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6246757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5822,7,1C 03 DB 01 00 8D 04 
1087,0.249 884 680,"SysTick","ISR Exit","Returns to Idle",6247117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5829,3,03 E8 02 
1088,0.250 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6270814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5832,5,02 0F 91 B9 01 
1089,0.250 849 280,"SysTick","xTaskIncrementTick","",6271232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5837,5,DB 01 00 A2 03 
1090,0.250 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6271757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5842,7,1C 03 DB 01 00 8D 04 
1091,0.250 884 680,"SysTick","ISR Exit","Returns to Idle",6272117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5849,3,03 E8 02 
1092,0.251 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6295814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5852,5,02 0F 91 B9 01 
1093,0.251 849 280,"SysTick","xTaskIncrementTick","",6296232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5857,5,DB 01 00 A2 03 
1094,0.251 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6296757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5862,7,1C 03 DB 01 00 8D 04 
1095,0.251 884 680,"SysTick","ISR Exit","Returns to Idle",6297117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5869,3,03 E8 02 
1096,0.252 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6320814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5872,5,02 0F 91 B9 01 
1097,0.252 849 280,"SysTick","xTaskIncrementTick","",6321232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5877,5,DB 01 00 A2 03 
1098,0.252 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6321757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5882,7,1C 03 DB 01 00 8D 04 
1099,0.252 884 680,"SysTick","ISR Exit","Returns to Idle",6322117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5889,3,03 E8 02 
1100,0.253 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6345814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5892,5,02 0F 91 B9 01 
1101,0.253 849 280,"SysTick","xTaskIncrementTick","",6346232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5897,5,DB 01 00 A2 03 
1102,0.253 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6346757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5902,7,1C 03 DB 01 00 8D 04 
1103,0.253 884 680,"SysTick","ISR Exit","Returns to Idle",6347117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5909,3,03 E8 02 
1104,0.254 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6370814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5912,5,02 0F 91 B9 01 
1105,0.254 849 280,"SysTick","xTaskIncrementTick","",6371232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5917,5,DB 01 00 A2 03 
1106,0.254 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6371757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5922,7,1C 03 DB 01 00 8D 04 
1107,0.254 884 680,"SysTick","ISR Exit","Returns to Idle",6372117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5929,3,03 E8 02 
1108,0.255 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6395814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5932,5,02 0F 91 B9 01 
1109,0.255 849 280,"SysTick","xTaskIncrementTick","",6396232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5937,5,DB 01 00 A2 03 
1110,0.255 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6396757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5942,7,1C 03 DB 01 00 8D 04 
1111,0.255 884 680,"SysTick","ISR Exit","Returns to Idle",6397117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5949,3,03 E8 02 
1112,0.256 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6420814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5952,5,02 0F 91 B9 01 
1113,0.256 849 280,"SysTick","xTaskIncrementTick","",6421232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5957,5,DB 01 00 A2 03 
1114,0.256 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6421757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5962,7,1C 03 DB 01 00 8D 04 
1115,0.256 884 680,"SysTick","ISR Exit","Returns to Idle",6422117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5969,3,03 E8 02 
1116,0.257 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6445814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5972,5,02 0F 91 B9 01 
1117,0.257 849 280,"SysTick","xTaskIncrementTick","",6446232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5977,5,DB 01 00 A2 03 
1118,0.257 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6446757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,5982,7,1C 03 DB 01 00 8D 04 
1119,0.257 884 680,"SysTick","ISR Exit","Returns to Idle",6447117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,5989,3,03 E8 02 
1120,0.258 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6470814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,5992,5,02 0F 91 B9 01 
1121,0.258 849 280,"SysTick","xTaskIncrementTick","",6471232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,5997,5,DB 01 00 A2 03 
1122,0.258 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6471757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6002,7,1C 03 DB 01 00 8D 04 
1123,0.258 884 680,"SysTick","ISR Exit","Returns to Idle",6472117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6009,3,03 E8 02 
1124,0.259 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6495814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6012,5,02 0F 91 B9 01 
1125,0.259 849 280,"SysTick","xTaskIncrementTick","",6496232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6017,5,DB 01 00 A2 03 
1126,0.259 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6496757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6022,7,1C 03 DB 01 00 8D 04 
1127,0.259 884 680,"SysTick","ISR Exit","Returns to Idle",6497117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6029,3,03 E8 02 
1128,0.260 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6520814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6032,5,02 0F 91 B9 01 
1129,0.260 849 280,"SysTick","xTaskIncrementTick","",6521232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6037,5,DB 01 00 A2 03 
1130,0.260 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6521757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6042,7,1C 03 DB 01 00 8D 04 
1131,0.260 884 680,"SysTick","ISR Exit","Returns to Idle",6522117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6049,3,03 E8 02 
1132,0.261 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6545814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6052,5,02 0F 91 B9 01 
1133,0.261 849 280,"SysTick","xTaskIncrementTick","",6546232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6057,5,DB 01 00 A2 03 
1134,0.261 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6546757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6062,7,1C 03 DB 01 00 8D 04 
1135,0.261 884 680,"SysTick","ISR Exit","Returns to Idle",6547117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6069,3,03 E8 02 
1136,0.262 832 560,"SysTick","ISR Enter","Runs for 61.080 us",6570814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6072,5,02 0F 91 B9 01 
1137,0.262 858 240,"SysTick","xTaskIncrementTick","",6571456,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6077,5,DB 01 00 82 05 
1138,0.262 879 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6571981,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6082,7,1C 03 DB 01 00 8D 04 
1139,0.262 893 640,"SysTick","ISR Exit","Returns to Idle",6572341,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6089,3,03 E8 02 
1140,0.263 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6595814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6092,5,02 0F B1 B7 01 
1141,0.263 849 280,"SysTick","xTaskIncrementTick","",6596232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6097,5,DB 01 00 A2 03 
1142,0.263 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6596757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6102,7,1C 03 DB 01 00 8D 04 
1143,0.263 884 680,"SysTick","ISR Exit","Returns to Idle",6597117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6109,3,03 E8 02 
1144,0.264 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6620814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6112,5,02 0F 91 B9 01 
1145,0.264 849 280,"SysTick","xTaskIncrementTick","",6621232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6117,5,DB 01 00 A2 03 
1146,0.264 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6621757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6122,7,1C 03 DB 01 00 8D 04 
1147,0.264 884 680,"SysTick","ISR Exit","Returns to Idle",6622117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6129,3,03 E8 02 
1148,0.265 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6645814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6132,5,02 0F 91 B9 01 
1149,0.265 849 280,"SysTick","xTaskIncrementTick","",6646232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6137,5,DB 01 00 A2 03 
1150,0.265 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6646757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6142,7,1C 03 DB 01 00 8D 04 
1151,0.265 884 680,"SysTick","ISR Exit","Returns to Idle",6647117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6149,3,03 E8 02 
1152,0.266 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6670814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6152,5,02 0F 91 B9 01 
1153,0.266 849 280,"SysTick","xTaskIncrementTick","",6671232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6157,5,DB 01 00 A2 03 
1154,0.266 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6671757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6162,7,1C 03 DB 01 00 8D 04 
1155,0.266 884 680,"SysTick","ISR Exit","Returns to Idle",6672117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6169,3,03 E8 02 
1156,0.267 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6695814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6172,5,02 0F 91 B9 01 
1157,0.267 849 280,"SysTick","xTaskIncrementTick","",6696232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6177,5,DB 01 00 A2 03 
1158,0.267 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6696757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6182,7,1C 03 DB 01 00 8D 04 
1159,0.267 884 680,"SysTick","ISR Exit","Returns to Idle",6697117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6189,3,03 E8 02 
1160,0.268 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6720814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6192,5,02 0F 91 B9 01 
1161,0.268 849 280,"SysTick","xTaskIncrementTick","",6721232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6197,5,DB 01 00 A2 03 
1162,0.268 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6721757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6202,7,1C 03 DB 01 00 8D 04 
1163,0.268 884 680,"SysTick","ISR Exit","Returns to Idle",6722117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6209,3,03 E8 02 
1164,0.269 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6745814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6212,5,02 0F 91 B9 01 
1165,0.269 849 280,"SysTick","xTaskIncrementTick","",6746232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6217,5,DB 01 00 A2 03 
1166,0.269 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6746757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6222,7,1C 03 DB 01 00 8D 04 
1167,0.269 884 680,"SysTick","ISR Exit","Returns to Idle",6747117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6229,3,03 E8 02 
1168,0.270 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6770814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6232,5,02 0F 91 B9 01 
1169,0.270 849 280,"SysTick","xTaskIncrementTick","",6771232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6237,5,DB 01 00 A2 03 
1170,0.270 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",6771757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,6242,7,1C 03 DB 01 00 8D 04 
1171,0.270 884 680,"SysTick","ISR Exit","Returns to Idle",6772117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,6249,3,03 E8 02 
1172,0.271 832 560,"SysTick","ISR Enter","Runs for 52.120 us",6795814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,6252,5,02 0F 91 B9 01 
1173,0.271 849 280,"SysTick","xTaskIncrementTick","",6796232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,6257,5,DB 01 00 A2 03 
