sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
0,0.000 000 000,"Idle","Start","",0,0x0000000000000000,0x0000000000000000,0x0000000000000000,10,10,4,0A EA 81 05 
1,0.000 025 040,"Idle","Init","Cycle Freq.: 25000000, CPU Freq.: 25000000, ID Base: 0x10000000, ID Shift: 0",626,0x0000000000000000,0x0000000000000000,0x0000000000000000,24,14,18,18 0E C0 F0 F5 0B C0 F0 F5 0B 80 80 80 80 01 00 F2 04 
2,0.000 093 000,"Idle","System Description","N=FreeRTOS Mak Application,D=Cortex-M4,O=FreeRTOS",2325,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,32,53,0E 31 4E 3D 46 72 65 65 52 54 4F 53 20 4D 61 6B 20 41 70 70 6C 69 63 61 74 69 6F 6E 2C 44 3D 43 6F 72 74 65 78 2D 4D 34 2C 4F 3D 46 72 65 65 52 54 4F 53 A3 0D 
3,0.000 128 560,"Idle","System Description","I#15=SysTick",3214,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,85,16,0E 0C 49 23 31 35 3D 53 79 73 54 69 63 6B F9 06 
4,0.000 146 040,"Idle","xTaskGetTickCountFromISR","",3651,0x0000000000000000,0x0000000000000000,0x0000000000000000,210,101,5,D2 01 00 B5 03 
5,0.000 163 520,"Idle","xTaskGetTickCountFromISR","Returns 0 after 17.480 us",4088,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,106,7,1C 03 D2 01 00 B5 03 
6,0.000 181 240,"Idle","System Time (us)","0 us",4531,0x0000000000000000,0x0000000000000000,0x0000000000000000,13,113,5,0D 00 00 BB 03 
7,0.000 224 840,"Idle","Task Info","Green Task (0x10000F88): Priority=3",5621,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,118,20,09 88 9F 80 80 01 03 0A 47 72 65 65 6E 20 54 61 73 6B C2 08 
8,0.000 248 720,"Idle","Stack Info","Green Task (0x10000F88): 1972 @ 0x20000780",6218,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,138,16,15 88 9F 80 80 01 80 8F 80 80 02 B4 0F 00 D5 04 
9,0.000 290 640,"Idle","Task Info","Red Task (0x100017F8): Priority=2",7266,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,154,18,09 F8 AF 80 80 01 02 08 52 65 64 20 54 61 73 6B 98 08 
10,0.000 314 160,"Idle","Stack Info","Red Task (0x100017F8): 1972 @ 0x20000FF0",7854,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,172,16,15 F8 AF 80 80 01 F0 9F 80 80 02 B4 0F 00 CC 04 
11,0.000 355 080,"Idle","Task Info","Tmr Svc (0x10000408): Priority=6",8877,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,188,17,09 88 88 80 80 01 06 07 54 6D 72 20 53 76 63 FF 07 
12,0.000 378 480,"Idle","Stack Info","Tmr Svc (0x10000408): 436 @ 0x20000468",9462,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,205,16,15 88 88 80 80 01 E8 88 80 80 02 B4 03 00 C9 04 
13,0.000 396 040,"Idle","Num Modules","Registered Modules: 0",9901,0x0000000000000000,0x0000000000000000,0x0000000000000000,27,221,5,1B 01 00 B7 03 
14,0.000 413 640,"Idle","xQueueGenericCreate","uxQueueLength = 1, uxItemSize = 0, ucQueueType = 3",10341,0x0000000000000000,0x0000000000000000,0x0000000000000000,152,226,8,98 01 03 01 00 03 B8 03 
15,0.000 430 240,"Idle","vTaskSuspendAll","",10756,0x0000000000000000,0x0000000000000000,0x0000000000000000,207,234,5,CF 01 00 9F 03 
16,0.000 445 280,"Idle","vTaskSuspendAll","Returns after 15.040 us",11132,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,239,6,1C 02 CF 01 F8 02 
17,0.000 467 480,"Idle","xTaskResumeAll","",11687,0x0000000000000000,0x0000000000000000,0x0000000000000000,208,245,5,D0 01 00 AB 04 
18,0.000 489 480,"Idle","xTaskResumeAll","Returns 0 after 22.000 us",12237,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,250,7,1C 03 D0 01 00 A6 04 
19,0.000 513 760,"Idle","xQueueGenericReset","xQueue = 0x10001860, xNewQueue = 1",12844,0x0000000000000000,0x0000000000000000,0x0000000000000000,150,257,11,96 01 06 E0 B0 80 80 01 01 DF 04 
20,0.000 539 640,"Idle","vListInitialise","pxList = 0x10001870",13491,0x0000000000000000,0x0000000000000000,0x0000000000000000,281,268,10,99 02 05 F0 B0 80 80 01 87 05 
21,0.000 556 400,"Idle","vListInitialise","Returns after 16.760 us",13910,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,278,6,1C 02 99 02 A3 03 
22,0.000 576 200,"Idle","vListInitialise","pxList = 0x10001884",14405,0x0000000000000000,0x0000000000000000,0x0000000000000000,281,284,10,99 02 05 84 B1 80 80 01 EF 03 
23,0.000 592 960,"Idle","vListInitialise","Returns after 16.760 us",14824,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,294,6,1C 02 99 02 A3 03 
24,0.000 611 320,"Idle","xQueueGenericReset","Returns 1 after 97.560 us",15283,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,300,7,1C 03 96 01 01 CB 03 
25,0.000 632 800,"Idle","xQueueGenericCreate","Returns 0x10001860 after 219.160 us",15820,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,307,11,1C 07 98 01 E0 B0 80 80 01 99 04 
26,0.000 682 920,"Idle","Log","Turning G LED ON",17073,0x0000000000000000,0x0000000000000000,0x0000000000000000,26,318,23,1A 13 10 54 75 72 6E 69 6E 67 20 47 20 4C 45 44 20 4F 4E 00 00 E5 09 
27,0.000 703 440,"Idle","vTaskDelay","xTicksToDelay = 100",17586,0x0000000000000000,0x0000000000000000,0x0000000000000000,197,341,6,C5 01 01 64 81 04 
28,0.000 717 240,"Idle","vTaskSuspendAll","",17931,0x0000000000000000,0x0000000000000000,0x0000000000000000,207,347,5,CF 01 00 D9 02 
29,0.000 732 280,"Idle","vTaskSuspendAll","Returns after 15.040 us",18307,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,352,6,1C 02 CF 01 F8 02 
30,0.000 753 680,"Idle","uxListRemove","pxItemToRemove = 0x10000F8C",18842,0x0000000000000000,0x0000000000000000,0x0000000000000000,285,358,10,9D 02 05 8C 9F 80 80 01 97 04 
31,0.000 781 200,"Idle","uxListRemove","Returns 0 after 27.520 us",19530,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,368,7,1C 03 9D 02 00 B0 05 
32,0.000 800 600,"Idle","Task Block","Green Task, Delayed",20015,0x0000000000000000,0x0000000000000000,0x0000000000000000,7,375,9,07 88 9F 80 80 01 04 E5 03 
33,0.000 826 280,"Idle","vListInsert","pxList = 0x1000010C, pxNewListItem = 0x10000F8C",20657,0x0000000000000000,0x0000000000000000,0x0000000000000000,284,384,15,9C 02 0A 8C 82 80 80 01 8C 9F 80 80 01 82 05 
34,0.000 842 640,"SysTick","ISR Enter","Runs for 48.960 us",21066,0x0000000000000000,0x000000010000000F,0x000000010000000F,2,399,4,02 0F 99 03 
35,0.000 858 120,"SysTick","xTaskIncrementTick","",21453,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,403,5,DB 01 00 83 03 
36,0.000 877 200,"SysTick","xTaskIncrementTick","Returns 0 after 19.080 us",21930,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,408,7,1C 03 DB 01 00 DD 03 
37,0.000 891 600,"SysTick","ISR Exit","Returns to Idle",22290,0x000000010000000F,0x000000010000000F,0x0000000000000000,3,415,3,03 E8 02 
38,0.000 910 480,"Idle","vListInsert","Returns",22762,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,418,6,1C 02 9C 02 D8 03 
39,0.000 925 640,"Idle","xTaskResumeAll","",23141,0x0000000000000000,0x0000000000000000,0x0000000000000000,208,424,5,D0 01 00 FB 02 
40,0.000 943 280,"Idle","xTaskIncrementTick","",23582,0x0000000000000000,0x0000000000000000,0x0000000000000000,219,429,5,DB 01 00 B9 03 
41,0.000 961 400,"Idle","xTaskIncrementTick","Returns 0",24035,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,434,7,1C 03 DB 01 00 C5 03 
42,0.000 980 920,"Idle","xTaskResumeAll","Returns 0",24523,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,441,7,1C 03 D0 01 00 E8 03 
43,0.001 007 800,"Red Task","Task Run","Runs for 384.040 us",25195,0x0000000000000000,0x00000008100017F8,0x00000008100017F8,4,448,8,04 F8 AF 80 80 01 A0 05 
44,0.001 035 640,"Red Task","xQueueSemaphoreTake","xQueue = 0x10001860, xTicksToWait = 4294967295",25891,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,165,456,15,A5 01 0A E0 B0 80 80 01 FF FF FF FF 0F B8 05 
45,0.001 051 480,"Red Task","xTaskGetSchedulerState","",26287,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,245,471,5,F5 01 00 8C 03 
46,0.001 068 000,"Red Task","xTaskGetSchedulerState","Returns 2 after 16.520 us",26700,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,476,7,1C 03 F5 01 02 9D 03 
47,0.001 091 120,"Red Task","vTaskInternalSetTimeOutState","pxTimeOut = 0x100017A0",27278,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,231,483,10,E7 01 05 A0 AF 80 80 01 C2 04 
48,0.001 107 200,"Red Task","vTaskInternalSetTimeOutState","Returns after 16.080 us",27680,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,493,6,1C 02 E7 01 92 03 
49,0.001 123 040,"Red Task","vTaskSuspendAll","",28076,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,207,499,5,CF 01 00 8C 03 
50,0.001 138 080,"Red Task","vTaskSuspendAll","Returns after 15.040 us",28452,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,504,6,1C 02 CF 01 F8 02 
51,0.001 167 640,"Red Task","xTaskCheckForTimeOut","pxTimeOut = 0x100017A0, pxTicksToWait = 0x10001798",29191,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,232,510,15,E8 01 0A A0 AF 80 80 01 98 AF 80 80 01 E3 05 
52,0.001 190 240,"Red Task","xTaskCheckForTimeOut","Returns 0x0 after 22.600 us",29756,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,525,7,1C 03 E8 01 00 B5 04 
53,0.001 220 240,"Red Task","vTaskPlaceOnEventList","pxEventList = 0x10001884, xTicksToWait = 4294967295",30506,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,225,532,15,E1 01 0A 84 B1 80 80 01 FF FF FF FF 0F EE 05 
54,0.001 247 200,"Red Task","vListInsert","pxList = 0x10001884, pxNewListItem = 0x10001810",31180,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,284,547,15,9C 02 0A 84 B1 80 80 01 90 B0 80 80 01 A2 05 
55,0.001 265 840,"Red Task","vListInsert","Returns after 18.640 us",31646,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,562,6,1C 02 9C 02 D2 03 
56,0.001 287 120,"Red Task","uxListRemove","pxItemToRemove = 0x100017FC",32178,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,285,568,10,9D 02 05 FC AF 80 80 01 94 04 
57,0.001 305 640,"Red Task","uxListRemove","Returns 0 after 18.520 us",32641,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,578,7,1C 03 9D 02 00 CF 03 
58,0.001 324 280,"Red Task","vTaskPlaceOnEventList","Returns after 104.040 us",33107,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,585,6,1C 02 E1 01 D2 03 
59,0.001 347 920,"Red Task","xTaskResumeAll","",33698,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,208,591,5,D0 01 00 CF 04 
60,0.001 369 920,"Red Task","xTaskResumeAll","Returns 0 after 22.000 us",34248,0x00000008100017F8,0x00000008100017F8,0x00000008100017F8,28,596,7,1C 03 D0 01 00 A6 04 
61,0.001 391 840,"Idle","System Idle","Idle for 98.522 ms",34796,0x00000008100017F8,0x0000001000000000,0x0000001000000000,17,603,3,11 A4 04 
62,0.001 832 560,"SysTick","ISR Enter","Runs for 50.880 us",45814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,606,4,02 0F 8A 56 
63,0.001 848 040,"SysTick","xTaskIncrementTick","",46201,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,610,5,DB 01 00 83 03 
64,0.001 869 040,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",46726,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,615,7,1C 03 DB 01 00 8D 04 
65,0.001 883 440,"SysTick","ISR Exit","Returns to Idle",47086,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,622,3,03 E8 02 
66,0.002 832 560,"SysTick","ISR Enter","Runs for 52.120 us",70814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,625,5,02 0F B0 B9 01 
67,0.002 849 280,"SysTick","xTaskIncrementTick","",71232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,630,5,DB 01 00 A2 03 
68,0.002 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",71757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,635,7,1C 03 DB 01 00 8D 04 
69,0.002 884 680,"SysTick","ISR Exit","Returns to Idle",72117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,642,3,03 E8 02 
70,0.003 832 560,"SysTick","ISR Enter","Runs for 52.120 us",95814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,645,5,02 0F 91 B9 01 
71,0.003 849 280,"SysTick","xTaskIncrementTick","",96232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,650,5,DB 01 00 A2 03 
72,0.003 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",96757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,655,7,1C 03 DB 01 00 8D 04 
73,0.003 884 680,"SysTick","ISR Exit","Returns to Idle",97117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,662,3,03 E8 02 
74,0.004 832 560,"SysTick","ISR Enter","Runs for 52.120 us",120814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,665,5,02 0F 91 B9 01 
75,0.004 849 280,"SysTick","xTaskIncrementTick","",121232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,670,5,DB 01 00 A2 03 
76,0.004 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",121757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,675,7,1C 03 DB 01 00 8D 04 
77,0.004 884 680,"SysTick","ISR Exit","Returns to Idle",122117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,682,3,03 E8 02 
78,0.005 832 560,"SysTick","ISR Enter","Runs for 52.120 us",145814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,685,5,02 0F 91 B9 01 
79,0.005 849 280,"SysTick","xTaskIncrementTick","",146232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,690,5,DB 01 00 A2 03 
80,0.005 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",146757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,695,7,1C 03 DB 01 00 8D 04 
81,0.005 884 680,"SysTick","ISR Exit","Returns to Idle",147117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,702,3,03 E8 02 
82,0.006 832 560,"SysTick","ISR Enter","Runs for 52.120 us",170814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,705,5,02 0F 91 B9 01 
83,0.006 849 280,"SysTick","xTaskIncrementTick","",171232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,710,5,DB 01 00 A2 03 
84,0.006 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",171757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,715,7,1C 03 DB 01 00 8D 04 
85,0.006 884 680,"SysTick","ISR Exit","Returns to Idle",172117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,722,3,03 E8 02 
86,0.007 832 560,"SysTick","ISR Enter","Runs for 52.120 us",195814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,725,5,02 0F 91 B9 01 
87,0.007 849 280,"SysTick","xTaskIncrementTick","",196232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,730,5,DB 01 00 A2 03 
88,0.007 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",196757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,735,7,1C 03 DB 01 00 8D 04 
89,0.007 884 680,"SysTick","ISR Exit","Returns to Idle",197117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,742,3,03 E8 02 
90,0.008 832 560,"SysTick","ISR Enter","Runs for 52.120 us",220814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,745,5,02 0F 91 B9 01 
91,0.008 849 280,"SysTick","xTaskIncrementTick","",221232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,750,5,DB 01 00 A2 03 
92,0.008 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",221757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,755,7,1C 03 DB 01 00 8D 04 
93,0.008 884 680,"SysTick","ISR Exit","Returns to Idle",222117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,762,3,03 E8 02 
94,0.009 832 560,"SysTick","ISR Enter","Runs for 52.120 us",245814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,765,5,02 0F 91 B9 01 
95,0.009 849 280,"SysTick","xTaskIncrementTick","",246232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,770,5,DB 01 00 A2 03 
96,0.009 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",246757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,775,7,1C 03 DB 01 00 8D 04 
97,0.009 884 680,"SysTick","ISR Exit","Returns to Idle",247117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,782,3,03 E8 02 
98,0.010 832 560,"SysTick","ISR Enter","Runs for 52.120 us",270814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,785,5,02 0F 91 B9 01 
99,0.010 849 280,"SysTick","xTaskIncrementTick","",271232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,790,5,DB 01 00 A2 03 
100,0.010 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",271757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,795,7,1C 03 DB 01 00 8D 04 
101,0.010 884 680,"SysTick","ISR Exit","Returns to Idle",272117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,802,3,03 E8 02 
102,0.011 832 560,"SysTick","ISR Enter","Runs for 52.120 us",295814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,805,5,02 0F 91 B9 01 
103,0.011 849 280,"SysTick","xTaskIncrementTick","",296232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,810,5,DB 01 00 A2 03 
104,0.011 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",296757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,815,7,1C 03 DB 01 00 8D 04 
105,0.011 884 680,"SysTick","ISR Exit","Returns to Idle",297117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,822,3,03 E8 02 
106,0.012 832 560,"SysTick","ISR Enter","Runs for 52.120 us",320814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,825,5,02 0F 91 B9 01 
107,0.012 849 280,"SysTick","xTaskIncrementTick","",321232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,830,5,DB 01 00 A2 03 
108,0.012 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",321757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,835,7,1C 03 DB 01 00 8D 04 
109,0.012 884 680,"SysTick","ISR Exit","Returns to Idle",322117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,842,3,03 E8 02 
110,0.013 832 560,"SysTick","ISR Enter","Runs for 52.120 us",345814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,845,5,02 0F 91 B9 01 
111,0.013 849 280,"SysTick","xTaskIncrementTick","",346232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,850,5,DB 01 00 A2 03 
112,0.013 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",346757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,855,7,1C 03 DB 01 00 8D 04 
113,0.013 884 680,"SysTick","ISR Exit","Returns to Idle",347117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,862,3,03 E8 02 
114,0.014 832 560,"SysTick","ISR Enter","Runs for 52.120 us",370814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,865,5,02 0F 91 B9 01 
115,0.014 849 280,"SysTick","xTaskIncrementTick","",371232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,870,5,DB 01 00 A2 03 
116,0.014 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",371757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,875,7,1C 03 DB 01 00 8D 04 
117,0.014 884 680,"SysTick","ISR Exit","Returns to Idle",372117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,882,3,03 E8 02 
118,0.015 832 560,"SysTick","ISR Enter","Runs for 52.120 us",395814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,885,5,02 0F 91 B9 01 
119,0.015 849 280,"SysTick","xTaskIncrementTick","",396232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,890,5,DB 01 00 A2 03 
120,0.015 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",396757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,895,7,1C 03 DB 01 00 8D 04 
121,0.015 884 680,"SysTick","ISR Exit","Returns to Idle",397117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,902,3,03 E8 02 
122,0.016 832 560,"SysTick","ISR Enter","Runs for 52.120 us",420814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,905,5,02 0F 91 B9 01 
123,0.016 849 280,"SysTick","xTaskIncrementTick","",421232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,910,5,DB 01 00 A2 03 
124,0.016 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",421757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,915,7,1C 03 DB 01 00 8D 04 
125,0.016 884 680,"SysTick","ISR Exit","Returns to Idle",422117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,922,3,03 E8 02 
126,0.017 832 560,"SysTick","ISR Enter","Runs for 52.120 us",445814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,925,5,02 0F 91 B9 01 
127,0.017 849 280,"SysTick","xTaskIncrementTick","",446232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,930,5,DB 01 00 A2 03 
128,0.017 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",446757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,935,7,1C 03 DB 01 00 8D 04 
129,0.017 884 680,"SysTick","ISR Exit","Returns to Idle",447117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,942,3,03 E8 02 
130,0.018 832 560,"SysTick","ISR Enter","Runs for 52.120 us",470814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,945,5,02 0F 91 B9 01 
131,0.018 849 280,"SysTick","xTaskIncrementTick","",471232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,950,5,DB 01 00 A2 03 
132,0.018 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",471757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,955,7,1C 03 DB 01 00 8D 04 
133,0.018 884 680,"SysTick","ISR Exit","Returns to Idle",472117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,962,3,03 E8 02 
134,0.019 832 560,"SysTick","ISR Enter","Runs for 52.120 us",495814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,965,5,02 0F 91 B9 01 
135,0.019 849 280,"SysTick","xTaskIncrementTick","",496232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,970,5,DB 01 00 A2 03 
136,0.019 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",496757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,975,7,1C 03 DB 01 00 8D 04 
137,0.019 884 680,"SysTick","ISR Exit","Returns to Idle",497117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,982,3,03 E8 02 
138,0.020 832 560,"SysTick","ISR Enter","Runs for 52.120 us",520814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,985,5,02 0F 91 B9 01 
139,0.020 849 280,"SysTick","xTaskIncrementTick","",521232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,990,5,DB 01 00 A2 03 
140,0.020 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",521757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,995,7,1C 03 DB 01 00 8D 04 
141,0.020 884 680,"SysTick","ISR Exit","Returns to Idle",522117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1002,3,03 E8 02 
142,0.021 832 560,"SysTick","ISR Enter","Runs for 52.120 us",545814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1005,5,02 0F 91 B9 01 
143,0.021 849 280,"SysTick","xTaskIncrementTick","",546232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1010,5,DB 01 00 A2 03 
144,0.021 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",546757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1015,7,1C 03 DB 01 00 8D 04 
145,0.021 884 680,"SysTick","ISR Exit","Returns to Idle",547117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1022,3,03 E8 02 
146,0.022 832 560,"SysTick","ISR Enter","Runs for 61.080 us",570814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1025,5,02 0F 91 B9 01 
147,0.022 858 240,"SysTick","xTaskIncrementTick","",571456,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1030,5,DB 01 00 82 05 
148,0.022 879 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",571981,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1035,7,1C 03 DB 01 00 8D 04 
149,0.022 893 640,"SysTick","ISR Exit","Returns to Idle",572341,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1042,3,03 E8 02 
150,0.023 832 560,"SysTick","ISR Enter","Runs for 52.120 us",595814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1045,5,02 0F B1 B7 01 
151,0.023 849 280,"SysTick","xTaskIncrementTick","",596232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1050,5,DB 01 00 A2 03 
152,0.023 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",596757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1055,7,1C 03 DB 01 00 8D 04 
153,0.023 884 680,"SysTick","ISR Exit","Returns to Idle",597117,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1062,3,03 E8 02 
154,0.024 832 560,"SysTick","ISR Enter","Runs for 52.120 us",620814,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1065,5,02 0F 91 B9 01 
155,0.024 849 280,"SysTick","xTaskIncrementTick","",621232,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1070,5,DB 01 00 A2 03 
156,0.024 870 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",621757,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1075,7,1C 03 DB 01 00 8D 04 
