sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
321,0.066 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1671756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1880,7,1C 03 DB 01 00 8D 04 
322,0.066 884 640,"SysTick","ISR Exit","Returns to Idle",1672116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1887,3,03 E8 02 
323,0.067 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1695813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1890,5,02 0F 91 B9 01 
324,0.067 849 240,"SysTick","xTaskIncrementTick","",1696231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1895,5,DB 01 00 A2 03 
325,0.067 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1696756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1900,7,1C 03 DB 01 00 8D 04 
326,0.067 884 640,"SysTick","ISR Exit","Returns to Idle",1697116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1907,3,03 E8 02 
327,0.068 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1720813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1910,5,02 0F 91 B9 01 
328,0.068 849 240,"SysTick","xTaskIncrementTick","",1721231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1915,5,DB 01 00 A2 03 
329,0.068 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1721756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1920,7,1C 03 DB 01 00 8D 04 
330,0.068 884 640,"SysTick","ISR Exit","Returns to Idle",1722116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1927,3,03 E8 02 
331,0.069 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1745813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1930,5,02 0F 91 B9 01 
332,0.069 849 240,"SysTick","xTaskIncrementTick","",1746231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1935,5,DB 01 00 A2 03 
333,0.069 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1746756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1940,7,1C 03 DB 01 00 8D 04 
334,0.069 884 640,"SysTick","ISR Exit","Returns to Idle",1747116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1947,3,03 E8 02 
335,0.070 832 520,"SysTick","ISR Enter","Runs for 61.160 us",1770813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1950,5,02 0F 91 B9 01 
336,0.070 858 280,"SysTick","xTaskIncrementTick","",1771457,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1955,5,DB 01 00 84 05 
337,0.070 879 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1771982,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1960,7,1C 03 DB 01 00 8D 04 
338,0.070 893 680,"SysTick","ISR Exit","Returns to Idle",1772342,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1967,3,03 E8 02 
339,0.071 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1795813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1970,5,02 0F AF B7 01 
340,0.071 849 240,"SysTick","xTaskIncrementTick","",1796231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1975,5,DB 01 00 A2 03 
341,0.071 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1796756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,1980,7,1C 03 DB 01 00 8D 04 
342,0.071 884 640,"SysTick","ISR Exit","Returns to Idle",1797116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1987,3,03 E8 02 
343,0.072 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1820813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1990,5,02 0F 91 B9 01 
344,0.072 849 240,"SysTick","xTaskIncrementTick","",1821231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,1995,5,DB 01 00 A2 03 
345,0.072 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1821756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2000,7,1C 03 DB 01 00 8D 04 
346,0.072 884 640,"SysTick","ISR Exit","Returns to Idle",1822116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2007,3,03 E8 02 
347,0.073 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1845813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2010,5,02 0F 91 B9 01 
348,0.073 849 240,"SysTick","xTaskIncrementTick","",1846231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2015,5,DB 01 00 A2 03 
349,0.073 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1846756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2020,7,1C 03 DB 01 00 8D 04 
350,0.073 884 640,"SysTick","ISR Exit","Returns to Idle",1847116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2027,3,03 E8 02 
351,0.074 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1870813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2030,5,02 0F 91 B9 01 
352,0.074 849 240,"SysTick","xTaskIncrementTick","",1871231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2035,5,DB 01 00 A2 03 
353,0.074 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1871756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2040,7,1C 03 DB 01 00 8D 04 
354,0.074 884 640,"SysTick","ISR Exit","Returns to Idle",1872116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2047,3,03 E8 02 
355,0.075 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1895813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2050,5,02 0F 91 B9 01 
356,0.075 849 240,"SysTick","xTaskIncrementTick","",1896231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2055,5,DB 01 00 A2 03 
357,0.075 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1896756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2060,7,1C 03 DB 01 00 8D 04 
358,0.075 884 640,"SysTick","ISR Exit","Returns to Idle",1897116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2067,3,03 E8 02 
359,0.076 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1920813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2070,5,02 0F 91 B9 01 
360,0.076 849 240,"SysTick","xTaskIncrementTick","",1921231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2075,5,DB 01 00 A2 03 
361,0.076 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1921756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2080,7,1C 03 DB 01 00 8D 04 
362,0.076 884 640,"SysTick","ISR Exit","Returns to Idle",1922116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2087,3,03 E8 02 
363,0.077 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1945813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2090,5,02 0F 91 B9 01 
364,0.077 849 240,"SysTick","xTaskIncrementTick","",1946231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2095,5,DB 01 00 A2 03 
365,0.077 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1946756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2100,7,1C 03 DB 01 00 8D 04 
366,0.077 884 640,"SysTick","ISR Exit","Returns to Idle",1947116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2107,3,03 E8 02 
367,0.078 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1970813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2110,5,02 0F 91 B9 01 
368,0.078 849 240,"SysTick","xTaskIncrementTick","",1971231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2115,5,DB 01 00 A2 03 
369,0.078 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1971756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2120,7,1C 03 DB 01 00 8D 04 
370,0.078 884 640,"SysTick","ISR Exit","Returns to Idle",1972116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2127,3,03 E8 02 
371,0.079 832 520,"SysTick","ISR Enter","Runs for 52.120 us",1995813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2130,5,02 0F 91 B9 01 
372,0.079 849 240,"SysTick","xTaskIncrementTick","",1996231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2135,5,DB 01 00 A2 03 
373,0.079 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",1996756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2140,7,1C 03 DB 01 00 8D 04 
374,0.079 884 640,"SysTick","ISR Exit","Returns to Idle",1997116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2147,3,03 E8 02 
375,0.080 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2020813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2150,5,02 0F 91 B9 01 
376,0.080 849 240,"SysTick","xTaskIncrementTick","",2021231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2155,5,DB 01 00 A2 03 
377,0.080 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2021756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2160,7,1C 03 DB 01 00 8D 04 
378,0.080 884 640,"SysTick","ISR Exit","Returns to Idle",2022116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2167,3,03 E8 02 
379,0.081 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2045813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2170,5,02 0F 91 B9 01 
380,0.081 849 240,"SysTick","xTaskIncrementTick","",2046231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2175,5,DB 01 00 A2 03 
381,0.081 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2046756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2180,7,1C 03 DB 01 00 8D 04 
382,0.081 884 640,"SysTick","ISR Exit","Returns to Idle",2047116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2187,3,03 E8 02 
383,0.082 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2070813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2190,5,02 0F 91 B9 01 
384,0.082 849 240,"SysTick","xTaskIncrementTick","",2071231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2195,5,DB 01 00 A2 03 
385,0.082 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2071756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2200,7,1C 03 DB 01 00 8D 04 
386,0.082 884 640,"SysTick","ISR Exit","Returns to Idle",2072116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2207,3,03 E8 02 
387,0.083 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2095813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2210,5,02 0F 91 B9 01 
388,0.083 849 240,"SysTick","xTaskIncrementTick","",2096231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2215,5,DB 01 00 A2 03 
389,0.083 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2096756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2220,7,1C 03 DB 01 00 8D 04 
390,0.083 884 640,"SysTick","ISR Exit","Returns to Idle",2097116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2227,3,03 E8 02 
391,0.084 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2120813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2230,5,02 0F 91 B9 01 
392,0.084 849 240,"SysTick","xTaskIncrementTick","",2121231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2235,5,DB 01 00 A2 03 
393,0.084 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2121756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2240,7,1C 03 DB 01 00 8D 04 
394,0.084 884 640,"SysTick","ISR Exit","Returns to Idle",2122116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2247,3,03 E8 02 
395,0.085 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2145813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2250,5,02 0F 91 B9 01 
396,0.085 849 240,"SysTick","xTaskIncrementTick","",2146231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2255,5,DB 01 00 A2 03 
397,0.085 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2146756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2260,7,1C 03 DB 01 00 8D 04 
398,0.085 884 640,"SysTick","ISR Exit","Returns to Idle",2147116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2267,3,03 E8 02 
399,0.086 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2170813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2270,5,02 0F 91 B9 01 
400,0.086 849 240,"SysTick","xTaskIncrementTick","",2171231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2275,5,DB 01 00 A2 03 
401,0.086 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2171756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2280,7,1C 03 DB 01 00 8D 04 
402,0.086 884 640,"SysTick","ISR Exit","Returns to Idle",2172116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2287,3,03 E8 02 
403,0.087 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2195813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2290,5,02 0F 91 B9 01 
404,0.087 849 240,"SysTick","xTaskIncrementTick","",2196231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2295,5,DB 01 00 A2 03 
405,0.087 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2196756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2300,7,1C 03 DB 01 00 8D 04 
406,0.087 884 640,"SysTick","ISR Exit","Returns to Idle",2197116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2307,3,03 E8 02 
407,0.088 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2220813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2310,5,02 0F 91 B9 01 
408,0.088 849 240,"SysTick","xTaskIncrementTick","",2221231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2315,5,DB 01 00 A2 03 
409,0.088 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2221756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2320,7,1C 03 DB 01 00 8D 04 
410,0.088 884 640,"SysTick","ISR Exit","Returns to Idle",2222116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2327,3,03 E8 02 
411,0.089 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2245813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2330,5,02 0F 91 B9 01 
412,0.089 849 240,"SysTick","xTaskIncrementTick","",2246231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2335,5,DB 01 00 A2 03 
413,0.089 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2246756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2340,7,1C 03 DB 01 00 8D 04 
414,0.089 884 640,"SysTick","ISR Exit","Returns to Idle",2247116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2347,3,03 E8 02 
415,0.090 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2270813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2350,5,02 0F 91 B9 01 
416,0.090 849 240,"SysTick","xTaskIncrementTick","",2271231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2355,5,DB 01 00 A2 03 
417,0.090 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2271756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2360,7,1C 03 DB 01 00 8D 04 
418,0.090 884 640,"SysTick","ISR Exit","Returns to Idle",2272116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2367,3,03 E8 02 
419,0.091 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2295813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2370,5,02 0F 91 B9 01 
420,0.091 849 240,"SysTick","xTaskIncrementTick","",2296231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2375,5,DB 01 00 A2 03 
421,0.091 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2296756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2380,7,1C 03 DB 01 00 8D 04 
422,0.091 884 640,"SysTick","ISR Exit","Returns to Idle",2297116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2387,3,03 E8 02 
423,0.092 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2320813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2390,5,02 0F 91 B9 01 
424,0.092 849 240,"SysTick","xTaskIncrementTick","",2321231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2395,5,DB 01 00 A2 03 
425,0.092 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2321756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2400,7,1C 03 DB 01 00 8D 04 
426,0.092 884 640,"SysTick","ISR Exit","Returns to Idle",2322116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2407,3,03 E8 02 
427,0.093 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2345813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2410,5,02 0F 91 B9 01 
428,0.093 849 240,"SysTick","xTaskIncrementTick","",2346231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2415,5,DB 01 00 A2 03 
429,0.093 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2346756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2420,7,1C 03 DB 01 00 8D 04 
430,0.093 884 640,"SysTick","ISR Exit","Returns to Idle",2347116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2427,3,03 E8 02 
431,0.094 832 520,"SysTick","ISR Enter","Runs for 61.160 us",2370813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2430,5,02 0F 91 B9 01 
432,0.094 858 280,"SysTick","xTaskIncrementTick","",2371457,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2435,5,DB 01 00 84 05 
433,0.094 879 280,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2371982,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2440,7,1C 03 DB 01 00 8D 04 
434,0.094 893 680,"SysTick","ISR Exit","Returns to Idle",2372342,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2447,3,03 E8 02 
435,0.095 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2395813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2450,5,02 0F AF B7 01 
436,0.095 849 240,"SysTick","xTaskIncrementTick","",2396231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2455,5,DB 01 00 A2 03 
437,0.095 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2396756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2460,7,1C 03 DB 01 00 8D 04 
438,0.095 884 640,"SysTick","ISR Exit","Returns to Idle",2397116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2467,3,03 E8 02 
439,0.096 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2420813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2470,5,02 0F 91 B9 01 
440,0.096 849 240,"SysTick","xTaskIncrementTick","",2421231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2475,5,DB 01 00 A2 03 
441,0.096 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2421756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2480,7,1C 03 DB 01 00 8D 04 
442,0.096 884 640,"SysTick","ISR Exit","Returns to Idle",2422116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2487,3,03 E8 02 
443,0.097 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2445813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2490,5,02 0F 91 B9 01 
444,0.097 849 240,"SysTick","xTaskIncrementTick","",2446231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2495,5,DB 01 00 A2 03 
445,0.097 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2446756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2500,7,1C 03 DB 01 00 8D 04 
446,0.097 884 640,"SysTick","ISR Exit","Returns to Idle",2447116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2507,3,03 E8 02 
447,0.098 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2470813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2510,5,02 0F 91 B9 01 
448,0.098 849 240,"SysTick","xTaskIncrementTick","",2471231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2515,5,DB 01 00 A2 03 
449,0.098 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2471756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2520,7,1C 03 DB 01 00 8D 04 
450,0.098 884 640,"SysTick","ISR Exit","Returns to Idle",2472116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2527,3,03 E8 02 
451,0.099 832 520,"SysTick","ISR Enter","Runs for 81.960 us",2495813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2530,5,02 0F 91 B9 01 
452,0.099 849 240,"SysTick","xTaskIncrementTick","",2496231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2535,5,DB 01 00 A2 03 
453,0.099 873 960,"SysTick","Task Ready","Green Task, runs after 66.320 us",2496849,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2540,8,06 88 9F 80 80 01 EA 04 
454,0.099 900 160,"SysTick","xTaskIncrementTick","Returns 1 after 50.920 us",2497504,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2548,7,1C 03 DB 01 01 8F 05 
455,0.099 914 480,"SysTick","ISR Exit","Returns to Scheduler",2497862,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2555,3,12 E6 02 
456,0.099 940 280,"Green Task","Task Run","Runs for 123.840 us",2498507,0x0000000400000000,0x0000000810000F88,0x0000000810000F88,4,2558,8,04 88 9F 80 80 01 85 05 
457,0.099 958 640,"Green Task","vTaskDelay","Returns",2498966,0x0000000810000F88,0x0000000810000F88,0x0000000810000F88,28,2566,6,1C 02 C5 01 CB 03 
458,0.099 975 960,"Green Task","vTaskDelay","xTicksToDelay = 100",2499399,0x0000000810000F88,0x0000000810000F88,0x0000000810000F88,197,2572,6,C5 01 01 64 B1 03 
459,0.099 989 760,"Green Task","vTaskSuspendAll","",2499744,0x0000000810000F88,0x0000000810000F88,0x0000000810000F88,207,2578,5,CF 01 00 D9 02 
460,0.100 004 800,"Green Task","vTaskSuspendAll","Returns after 15.040 us",2500120,0x0000000810000F88,0x0000000810000F88,0x0000000810000F88,28,2583,6,1C 02 CF 01 F8 02 
461,0.100 026 200,"Green Task","uxListRemove","pxItemToRemove = 0x10000F8C",2500655,0x0000000810000F88,0x0000000810000F88,0x0000000810000F88,285,2589,10,9D 02 05 8C 9F 80 80 01 97 04 
462,0.100 044 720,"Green Task","uxListRemove","Returns 0 after 18.520 us",2501118,0x0000000810000F88,0x0000000810000F88,0x0000000810000F88,28,2599,7,1C 03 9D 02 00 CF 03 
463,0.100 064 120,"Green Task","Task Block","Delayed",2501603,0x0000000810000F88,0x0000000810000F88,0x0000000400000000,7,2606,9,07 88 9F 80 80 01 04 E5 03 
464,0.100 089 800,"Scheduler","vListInsert","pxList = 0x1000010C, pxNewListItem = 0x10000F8C",2502245,0x0000000400000000,0x0000000400000000,0x0000000400000000,284,2615,15,9C 02 0A 8C 82 80 80 01 8C 9F 80 80 01 82 05 
465,0.100 108 440,"Scheduler","vListInsert","Returns after 18.640 us",2502711,0x0000000400000000,0x0000000400000000,0x0000000400000000,28,2630,6,1C 02 9C 02 D2 03 
466,0.100 123 600,"Scheduler","xTaskResumeAll","",2503090,0x0000000400000000,0x0000000400000000,0x0000000400000000,208,2636,5,D0 01 00 FB 02 
467,0.100 145 600,"Scheduler","xTaskResumeAll","Returns 0 after 22.000 us",2503640,0x0000000400000000,0x0000000400000000,0x0000000400000000,28,2641,7,1C 03 D0 01 00 A6 04 
468,0.100 169 200,"Idle","System Idle","",2504230,0x0000000400000000,0x0000001000000000,0x0000001000000000,17,2648,3,11 CE 04 
469,0.100 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2520813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2651,5,02 0F C7 81 01 
470,0.100 849 240,"SysTick","xTaskIncrementTick","",2521231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2656,5,DB 01 00 A2 03 
471,0.100 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2521756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2661,7,1C 03 DB 01 00 8D 04 
472,0.100 884 640,"SysTick","ISR Exit","Returns to Idle",2522116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2668,3,03 E8 02 
473,0.101 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2545813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2671,5,02 0F 91 B9 01 
474,0.101 849 240,"SysTick","xTaskIncrementTick","",2546231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2676,5,DB 01 00 A2 03 
475,0.101 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2546756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2681,7,1C 03 DB 01 00 8D 04 
476,0.101 884 640,"SysTick","ISR Exit","Returns to Idle",2547116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2688,3,03 E8 02 
477,0.102 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2570813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2691,5,02 0F 91 B9 01 
478,0.102 849 240,"SysTick","xTaskIncrementTick","",2571231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2696,5,DB 01 00 A2 03 
479,0.102 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2571756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2701,7,1C 03 DB 01 00 8D 04 
480,0.102 884 640,"SysTick","ISR Exit","Returns to Idle",2572116,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2708,3,03 E8 02 
481,0.103 832 520,"SysTick","ISR Enter","Runs for 52.120 us",2595813,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2711,5,02 0F 91 B9 01 
482,0.103 849 240,"SysTick","xTaskIncrementTick","",2596231,0x000000010000000F,0x000000010000000F,0x000000010000000F,219,2716,5,DB 01 00 A2 03 
483,0.103 870 240,"SysTick","xTaskIncrementTick","Returns 0 after 21.000 us",2596756,0x000000010000000F,0x000000010000000F,0x000000010000000F,28,2721,7,1C 03 DB 01 00 8D 04 
